locus_tag	ftype	length_bp	gene	EC_number	COG	product
NLJHNOKD_01738	CDS	351				hypothetical protein
NLJHNOKD_01739	CDS	1302	pdp	2.4.2.2		Pyrimidine-nucleoside phosphorylase
NLJHNOKD_01740	CDS	1698	rnj1	3.1.-.-	COG0595	Ribonuclease J 1
NLJHNOKD_01741	CDS	219	rpoY	2.7.7.6	COG5503	DNA-directed RNA polymerase subunit epsilon
NLJHNOKD_01742	CDS	552	def	3.5.1.88		Peptide deformylase
NLJHNOKD_01743	CDS	627				hypothetical protein
NLJHNOKD_01744	CDS	1113	pdhA	1.2.4.1		Pyruvate dehydrogenase E1 component subunit alpha
NLJHNOKD_01745	CDS	978	pdhB	1.2.4.1		Pyruvate dehydrogenase E1 component subunit beta
NLJHNOKD_01746	CDS	1293	pdhC_2	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
NLJHNOKD_01747	CDS	1407	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
NLJHNOKD_01748	CDS	276				hypothetical protein
NLJHNOKD_01749	CDS	540				hypothetical protein
NLJHNOKD_01750	CDS	1095	potA	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
NLJHNOKD_01751	CDS	798	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
NLJHNOKD_01752	CDS	810	potC		COG1177	Spermidine/putrescine transport system permease protein PotC
NLJHNOKD_01753	CDS	1074	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
NLJHNOKD_01754	CDS	1020				hypothetical protein
NLJHNOKD_01755	CDS	420				hypothetical protein
NLJHNOKD_01756	CDS	1353	mntH_2			Divalent metal cation transporter MntH
NLJHNOKD_01757	CDS	615				hypothetical protein
NLJHNOKD_01758	CDS	828	suhB_2	3.1.3.25	COG0483	Inositol-1-monophosphatase
NLJHNOKD_01759	CDS	192				hypothetical protein
NLJHNOKD_01760	CDS	1848	bipA	3.6.5.-	COG1217	Large ribosomal subunit assembly factor BipA
NLJHNOKD_01761	CDS	483				hypothetical protein
NLJHNOKD_01762	CDS	276				hypothetical protein
NLJHNOKD_01763	CDS	1227	ftsW	2.4.99.28	COG0772	putative peptidoglycan glycosyltransferase FtsW
NLJHNOKD_01764	CDS	3453	pycA	6.4.1.1		Pyruvate carboxylase
NLJHNOKD_01765	CDS	1071	ctaA	1.17.99.9		Heme A synthase
NLJHNOKD_01766	CDS	912	ctaB2	2.5.1.141	COG0109	Protoheme IX farnesyltransferase 2
NLJHNOKD_01767	CDS	462				hypothetical protein
NLJHNOKD_01768	CDS	1038				hypothetical protein
NLJHNOKD_01769	CDS	435	ylbF		COG3679	Regulatory protein YlbF
NLJHNOKD_01770	CDS	927	bagdpd	3.1.4.46		Glycerophosphodiester phosphodiesterase
NLJHNOKD_01771	CDS	255				hypothetical protein
NLJHNOKD_01772	CDS	390				hypothetical protein
NLJHNOKD_01773	CDS	543	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
NLJHNOKD_01774	CDS	483	coaD	2.7.7.3		Phosphopantetheine adenylyltransferase
NLJHNOKD_01775	CDS	1140	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
NLJHNOKD_01776	CDS	558				hypothetical protein
NLJHNOKD_01777	CDS	174	rpmF			Large ribosomal subunit protein bL32
NLJHNOKD_01778	CDS	1926	isdB			Iron-regulated surface determinant protein B
NLJHNOKD_01779	CDS	1053	isdA			Iron-regulated surface determinant protein A
NLJHNOKD_01780	CDS	684	isdC		COG5386	Iron-regulated surface determinant protein C
NLJHNOKD_01781	CDS	1077				hypothetical protein
NLJHNOKD_01782	CDS	879	isdE		COG0614	High-affinity heme uptake system protein IsdE
NLJHNOKD_01783	CDS	969	isdF			putative heme-iron transport system permease protein IsdF
NLJHNOKD_01784	CDS	735	srtB	3.4.22.71	COG4509	Sortase B
NLJHNOKD_01785	CDS	324	isdG_2	1.14.99.48	COG2329	Heme oxygenase (staphylobilin-producing) 1
NLJHNOKD_01786	CDS	741	rlmP	2.1.1.-	COG0566	23S rRNA (guanosine(2553)-2'-O)-methyltransferase RlmP
NLJHNOKD_01787	CDS	1059	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
NLJHNOKD_01788	CDS	2403	pheT_2	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
NLJHNOKD_01789	CDS	939	rnhC	3.1.26.4	COG1039	Ribonuclease HIII
NLJHNOKD_01790	CDS	267	zapA		COG3027	Cell division protein ZapA
NLJHNOKD_01791	CDS	522				hypothetical protein
NLJHNOKD_01792	CDS	1713	polX		COG1387	DNA polymerase/3'-5' exonuclease PolX
NLJHNOKD_01793	CDS	2349	mutS2	3.1.-.-		Endonuclease MutS2
NLJHNOKD_01794	CDS	315	trxA		COG3118	Thioredoxin
NLJHNOKD_01795	CDS	1782	uvrC		COG0322	UvrABC system protein C
NLJHNOKD_01796	CDS	615	sdhC		COG2009	Succinate dehydrogenase cytochrome b558 subunit
NLJHNOKD_01797	CDS	1767	sdhA_2	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
NLJHNOKD_01798	CDS	816	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
NLJHNOKD_01799	CDS	801	murI	5.1.1.3		Glutamate racemase
NLJHNOKD_01800	CDS	588		3.6.1.66		dITP/XTP pyrophosphatase
NLJHNOKD_01801	CDS	504				hypothetical protein
NLJHNOKD_01802	CDS	330				hypothetical protein
NLJHNOKD_01803	CDS	396	flr			FPRL1 inhibitory protein
NLJHNOKD_01804	CDS	507				hypothetical protein
NLJHNOKD_01805	CDS	486	fib			Fibrinogen-binding protein
NLJHNOKD_01806	CDS	351	scn_3			Staphylococcal complement inhibitor
NLJHNOKD_01807	CDS	1359	tet(38)			tetracycline efflux MFS transporter Tet(38)
NLJHNOKD_01808	CDS	708	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
NLJHNOKD_01809	CDS	741				hypothetical protein
NLJHNOKD_01810	CDS	435				hypothetical protein
NLJHNOKD_01811	CDS	309				putative protein
NLJHNOKD_01812	CDS	600	sodM	1.15.1.1	COG0605	Superoxide dismutase [Mn/Fe] 2
NLJHNOKD_01813	CDS	1431				hypothetical protein
NLJHNOKD_01814	CDS	1239				hypothetical protein
NLJHNOKD_01815	CDS	1167	wclR	2.4.1.343		UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol alpha-1,3-galactosyltransferase
NLJHNOKD_01816	CDS	693				hypothetical protein
NLJHNOKD_01817	CDS	972	wcdB	5.1.3.45	COG0451	UDP-N-acetyl-alpha-D-glucosaminouronate 4-epimerase
NLJHNOKD_01818	CDS	777	butA	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
NLJHNOKD_01819	CDS	627				hypothetical protein
NLJHNOKD_01820	CDS	354				hypothetical protein
NLJHNOKD_01821	CDS	765	sbnI	2.7.1.225	COG1475	ATP-dependent L-serine kinase SbnI
NLJHNOKD_01822	CDS	1203	sbnH	4.1.1.117	COG0019	2-[(L-alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate decarboxylase
NLJHNOKD_01823	CDS	780	garL	4.1.2.20		5-keto-4-deoxy-D-glucarate aldolase
NLJHNOKD_01824	CDS	1779	sbnF	6.3.2.55	COG4264	2-[(L-alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate synthase
NLJHNOKD_01825	CDS	1737	sbnE	6.3.2.54	COG4264	L-2,3-diaminopropanoate--citrate ligase
NLJHNOKD_01826	CDS	1173	sbnD		COG2814	Staphyloferrin B transporter
NLJHNOKD_01827	CDS	1755	sbnC	6.3.2.56	COG4264	Staphyloferrin B synthase
NLJHNOKD_01828	CDS	1011	sbnB	1.5.1.51	COG2423	N-((2S)-2-amino-2-carboxyethyl)-L-glutamate dehydrogenase
NLJHNOKD_01829	CDS	981	sbnA	2.5.1.140	COG0031	N-(2-amino-2-carboxyethyl)-L-glutamate synthase
NLJHNOKD_01830	CDS	993	yfiY		COG0614	putative siderophore-binding lipoprotein YfiY
NLJHNOKD_01831	CDS	996	yfiZ_2		COG0609	putative siderophore transport system permease protein YfiZ
NLJHNOKD_01832	CDS	999	yfhA		COG0609	putative siderophore transport system permease protein YfhA
NLJHNOKD_01833	CDS	753	sarS			HTH-type transcriptional regulator SarS
NLJHNOKD_01834	CDS	1305	spa			Immunoglobulin G-binding protein A
NLJHNOKD_01835	CDS	1593	lctP_2		COG1620	L-lactate permease
NLJHNOKD_01836	CDS	474				hypothetical protein
NLJHNOKD_01837	CDS	1398	norG			HTH-type transcriptional regulator NorG
NLJHNOKD_01838	CDS	873				hypothetical protein
NLJHNOKD_01839	CDS	1776		4.2.1.53	COG4716	Oleate hydratase
NLJHNOKD_01840	CDS	1668				hypothetical protein
NLJHNOKD_01841	CDS	1389	norB_2		COG0477	Quinolone resistance protein NorB
NLJHNOKD_01842	CDS	1179	sndA_1	3.5.1.-	COG1473	N-acetyl-L-cysteine deacetylase
NLJHNOKD_01843	CDS	2238	rhaS_2			HTH-type transcriptional activator RhaS
NLJHNOKD_01844	CDS	768				putative lipoprotein
NLJHNOKD_01845	CDS	771				putative lipoprotein
NLJHNOKD_01846	CDS	768				putative lipoprotein
NLJHNOKD_01847	CDS	726				putative lipoprotein
NLJHNOKD_01848	CDS	771				putative lipoprotein
NLJHNOKD_01849	CDS	987	plc	4.6.1.13	COG0823	1-phosphatidylinositol phosphodiesterase
NLJHNOKD_01850	CDS	483				hypothetical protein
NLJHNOKD_01851	CDS	3153				hypothetical protein
NLJHNOKD_01852	CDS	555				hypothetical protein
NLJHNOKD_01853	CDS	915	ycjY		COG1073	putative protein YcjY
NLJHNOKD_01854	CDS	612				hypothetical protein
NLJHNOKD_01855	CDS	297				hypothetical protein
NLJHNOKD_01856	CDS	987	dus	1.3.1.-		putative tRNA-dihydrouridine synthase
NLJHNOKD_01857	CDS	1194				hypothetical protein
NLJHNOKD_01858	CDS	1335	gloB	3.1.2.6		Hydroxyacylglutathione hydrolase
NLJHNOKD_01859	CDS	1068	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
NLJHNOKD_01860	CDS	261				hypothetical protein
NLJHNOKD_01861	CDS	756				hypothetical protein
NLJHNOKD_01862	CDS	201				hypothetical protein
NLJHNOKD_01863	CDS	615				hypothetical protein
NLJHNOKD_01864	CDS	1071	murG	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
NLJHNOKD_01865	CDS	510				hypothetical protein
NLJHNOKD_01866	CDS	387				IS1182 family transposase ISSau3
NLJHNOKD_01867	CDS	1491		3.4.21.-		putative CtpA-like serine protease
NLJHNOKD_01868	CDS	222				hypothetical protein
NLJHNOKD_01869	CDS	501	crr			PTS system glucose-specific EIIA component
NLJHNOKD_01870	CDS	429	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
NLJHNOKD_01871	CDS	534	msrA2	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA 2
NLJHNOKD_01872	CDS	840				DegV domain-containing protein
NLJHNOKD_01873	CDS	480	folA	1.5.1.3		Dihydrofolate reductase
NLJHNOKD_01874	CDS	957	thyA	2.1.1.45		Thymidylate synthase
NLJHNOKD_01875	CDS	438				Bacilliredoxin
NLJHNOKD_01876	CDS	1125				hypothetical protein
NLJHNOKD_01877	CDS	252				hypothetical protein
NLJHNOKD_01878	CDS	705				queuosine precursor transporter
NLJHNOKD_01879	CDS	132				hypothetical protein
NLJHNOKD_01880	CDS	402	rnhA		COG0328	14.7 kDa ribonuclease H-like protein
NLJHNOKD_01881	CDS	31440	ebh			Extracellular matrix-binding protein ebh
NLJHNOKD_01882	CDS	1392	norB_3			Quinolone resistance protein NorB
NLJHNOKD_01883	CDS	1323	steT		COG0531	Serine/threonine exchanger SteT
NLJHNOKD_01884	CDS	1041	tdcB	4.3.1.19		L-threonine dehydratase catabolic TdcB
NLJHNOKD_01885	CDS	1119	ald1	1.4.1.1		Alanine dehydrogenase 1
NLJHNOKD_01886	CDS	879	ypcP	3.1.11.-	COG0258	5'-3' exonuclease
NLJHNOKD_01887	CDS	3441	dynA		COG0699	Dynamin-like protein A
NLJHNOKD_01888	CDS	1341				hypothetical protein
NLJHNOKD_01889	CDS	333				hypothetical protein
NLJHNOKD_01890	CDS	1146	ypsC	2.1.1.-	COG0116	Putative RNA methyltransferase YpsC
NLJHNOKD_01891	CDS	117				hypothetical protein
NLJHNOKD_01892	CDS	345	gpsB			Cell cycle protein GpsB
NLJHNOKD_01893	CDS	564				hypothetical protein
NLJHNOKD_01894	CDS	402				hypothetical protein
NLJHNOKD_01895	CDS	627	recU	3.1.21.10		Holliday junction resolvase RecU
NLJHNOKD_01896	CDS	2184	pbp2			penicillin-binding protein PBP2
NLJHNOKD_01897	CDS	1137				TelA-like protein
NLJHNOKD_01898	CDS	624				hypothetical protein
NLJHNOKD_01899	CDS	270	acyP	3.6.1.7	COG1254	Acylphosphatase
NLJHNOKD_01900	CDS	309				hypothetical protein
NLJHNOKD_01901	CDS	201	cspA_2		COG1278	Cold shock protein CspA
NLJHNOKD_01902	CDS	402				hypothetical protein
NLJHNOKD_01903	CDS	1266	lysA	4.1.1.20	COG1166	Diaminopimelate decarboxylase
NLJHNOKD_01904	CDS	1086	alr1_2	5.1.1.1		Alanine racemase 1
NLJHNOKD_01905	CDS	1152	sndA_2	3.5.1.-	COG1473	N-acetyl-L-cysteine deacetylase
NLJHNOKD_01906	CDS	720	dapH_2	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
NLJHNOKD_01907	CDS	723	dapB	1.17.1.8		4-hydroxy-tetrahydrodipicolinate reductase
NLJHNOKD_01908	CDS	888	dapA	4.3.3.7		4-hydroxy-tetrahydrodipicolinate synthase
NLJHNOKD_01909	CDS	990	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
NLJHNOKD_01910	CDS	1206	lysC	2.7.2.4		Aspartokinase
NLJHNOKD_01911	CDS	1602	ybiT		COG0488	putative ATP-binding protein YbiT
NLJHNOKD_01912	CDS	903	cvfB			Conserved virulence factor B
NLJHNOKD_01913	CDS	984	pstS			Phosphate-binding protein PstS
NLJHNOKD_01914	CDS	927				hypothetical protein
NLJHNOKD_01915	CDS	918	pstA		COG0581	Phosphate transport system permease protein PstA
NLJHNOKD_01916	CDS	852	pstB3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
NLJHNOKD_01917	CDS	642	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
NLJHNOKD_01918	CDS	1815	pepF_2	3.4.24.-	COG1164	Oligopeptidase PepF
NLJHNOKD_01919	CDS	345				hypothetical protein
NLJHNOKD_01920	CDS	831	nikB		COG0601	Nickel import system permease protein NikB
NLJHNOKD_01921	CDS	831	nikC		COG1173	Nickel import system permease protein NikC
NLJHNOKD_01922	CDS	777	nikD	7.2.2.11	COG0444	Nickel import system ATP-binding protein NikD
NLJHNOKD_01923	CDS	702	nikE	7.2.2.11	COG4608	Nickel import system ATP-binding protein NikE
NLJHNOKD_01924	CDS	474				hypothetical protein
NLJHNOKD_01925	CDS	768				hypothetical protein
NLJHNOKD_01926	CDS	1260	femB	2.3.2.18	COG2348	Aminoacyltransferase FemB
NLJHNOKD_01927	CDS	1263	femA_3	2.3.2.17	COG2348	Aminoacyltransferase FemA
NLJHNOKD_01928	CDS	771	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
NLJHNOKD_01929	CDS	1215	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
NLJHNOKD_01930	CDS	636	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
NLJHNOKD_01931	CDS	783	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
NLJHNOKD_01932	CDS	999	trpD2	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase 2
NLJHNOKD_01933	CDS	567	trpG_2	4.1.3.27		Anthranilate synthase component 2
NLJHNOKD_01934	CDS	1407	trpE	4.1.3.27		Anthranilate synthase component 1
NLJHNOKD_01935	CDS	1032	ysdC_1	3.4.11.-	COG1363	Putative aminopeptidase YsdC
NLJHNOKD_01936	CDS	1092				hypothetical protein
NLJHNOKD_01937	CDS	1263	umuC		COG0389	Protein UmuC
NLJHNOKD_01938	CDS	189		5.3.2.-		putative tautomerase.1
NLJHNOKD_01939	CDS	984	msrR		COG1316	Regulatory protein MsrR
NLJHNOKD_01940	CDS	510	msrA1	1.8.4.11		Peptide methionine sulfoxide reductase MsrA 1
NLJHNOKD_01941	CDS	2523	mprF			bifunctional lysylphosphatidylglycerol flippase/synthetase MprF
NLJHNOKD_01942	CDS	1149			COG0628	Putative transport protein
NLJHNOKD_01943	CDS	852	glcT		COG3711	GlcA/glcB genes antiterminator
NLJHNOKD_01944	CDS	1461	alsT		COG1115	Amino-acid carrier protein AlsT
NLJHNOKD_01945	CDS	2403	parC			DNA topoisomerase IV subunit A ParC
NLJHNOKD_01946	CDS	1992	parE			DNA topoisomerase IV subunit B ParE
NLJHNOKD_01947	CDS	609	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
NLJHNOKD_01948	CDS	297				putative protein
NLJHNOKD_01949	CDS	468		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
NLJHNOKD_01950	CDS	2706	acnA	4.2.1.3		Aconitate hydratase A
NLJHNOKD_01951	CDS	879	hsdM	2.1.1.72		Type I restriction enzyme EcoR124I/EcoR124II methylase subunit
NLJHNOKD_01952	CDS	1206				hypothetical protein
NLJHNOKD_01953	CDS	699	ssl5_1			Staphylococcal superantigen-like 5
NLJHNOKD_01954	CDS	1563				hypothetical protein
NLJHNOKD_01955	CDS	309				hypothetical protein
NLJHNOKD_01956	CDS	813	lpl2_1			putative lipoprotein
NLJHNOKD_01957	CDS	813	lpl2_2			putative lipoprotein
NLJHNOKD_01958	CDS	780	lpl2_3			putative lipoprotein
NLJHNOKD_01959	CDS	783	lpl2_4			putative lipoprotein
NLJHNOKD_01960	CDS	795				putative protein
NLJHNOKD_01961	CDS	777				putative protein
NLJHNOKD_01962	CDS	816	lpl2_5			putative lipoprotein
NLJHNOKD_01963	CDS	780				putative lipoprotein
NLJHNOKD_01964	CDS	795				putative lipoprotein
NLJHNOKD_01965	CDS	816	lpl2_6			putative lipoprotein
NLJHNOKD_01966	CDS	1326				hypothetical protein
NLJHNOKD_01967	CDS	324				hypothetical protein
NLJHNOKD_01968	CDS	180				hypothetical protein
NLJHNOKD_01969	CDS	195				hypothetical protein
NLJHNOKD_01970	CDS	1203	yciC_2	3.6.5.-	COG0523	Zinc chaperone YciC
NLJHNOKD_01971	CDS	1485	dabB			inorganic carbon transporter subunit DabB
NLJHNOKD_01972	CDS	2706	dabA		COG3002	putative inorganic carbon transporter subunit DabA
NLJHNOKD_01973	CDS	363				hypothetical protein
NLJHNOKD_01974	CDS	675				hypothetical protein
NLJHNOKD_01975	CDS	735	est_1	3.1.1.1	COG1647	Carboxylesterase
NLJHNOKD_01976	CDS	1338				hypothetical protein
NLJHNOKD_01977	CDS	936	mccA	2.5.1.134	COG0031	O-acetylserine dependent cystathionine beta-synthase
NLJHNOKD_01978	CDS	1143	mccB	4.4.1.1	COG0626	Cystathionine gamma-lyase
NLJHNOKD_01979	CDS	1026	metN	7.4.2.11	COG1135	Methionine import ATP-binding protein MetN
NLJHNOKD_01980	CDS	660	metP_2		COG2011	Methionine import system permease protein MetP
NLJHNOKD_01981	CDS	843	metQ_2		COG1464	putative D-methionine-binding lipoprotein MetQ
NLJHNOKD_01982	CDS	1005	sle1	3.5.1.28	COG1388	N-acetylmuramoyl-L-alanine amidase sle1
NLJHNOKD_01983	CDS	270				hypothetical protein
NLJHNOKD_01984	CDS	396				hypothetical protein
NLJHNOKD_01985	CDS	486				hypothetical protein
NLJHNOKD_01986	CDS	783				hypothetical protein
NLJHNOKD_01987	CDS	1113				hypothetical protein
NLJHNOKD_01988	CDS	885	hdfR_1			HTH-type transcriptional regulator HdfR
NLJHNOKD_01989	CDS	4500	gltA	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
NLJHNOKD_01990	CDS	1464	gltB	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
NLJHNOKD_01991	tRNA	93				tRNA-Ser(tga)
NLJHNOKD_01992	CDS	1329	treP_2		COG1263	PTS system trehalose-specific EIIBC component
NLJHNOKD_01993	CDS	1641	treA	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
NLJHNOKD_01994	CDS	729	treR_2		COG2188	HTH-type transcriptional regulator TreR
NLJHNOKD_01995	CDS	525				hypothetical protein
NLJHNOKD_01996	CDS	1698	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
NLJHNOKD_01997	CDS	318				Nucleoid-associated protein
NLJHNOKD_01998	CDS	597	recR		COG0353	Recombination protein RecR
NLJHNOKD_01999	CDS	414				hypothetical protein
NLJHNOKD_02000	CDS	732	gatD_2	6.3.5.13		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
NLJHNOKD_02001	CDS	1314	murT	6.3.5.13		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
NLJHNOKD_02002	CDS	501	ftnA	1.16.3.2	COG1528	Bacterial non-heme ferritin
NLJHNOKD_02003	CDS	555		3.1.-.-	COG0322	Putative bifunctional exonuclease/endonuclease protein
NLJHNOKD_02004	CDS	1071	dinB	2.7.7.7	COG0389	DNA polymerase IV
NLJHNOKD_02005	CDS	531				hypothetical protein
NLJHNOKD_02006	CDS	1362	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
NLJHNOKD_02007	CDS	948	dagK	2.7.1.107		Diacylglycerol kinase
NLJHNOKD_02008	CDS	1428	gatB_2	6.3.5.-		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
NLJHNOKD_02009	CDS	1458	gatA	6.3.5.7		Glutamyl-tRNA(Gln) amidotransferase subunit A
NLJHNOKD_02010	CDS	303	gatC_2	6.3.5.-		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
NLJHNOKD_02011	CDS	1539	putP		COG0591	Sodium/proline symporter
NLJHNOKD_02012	CDS	1200	yerH		COG4851	putative lipoprotein YerH
NLJHNOKD_02013	CDS	2004	ligA	6.5.1.2		DNA ligase
NLJHNOKD_02014	CDS	2193	pcrA	5.6.2.4	COG0210	ATP-dependent DNA helicase PcrA
NLJHNOKD_02015	CDS	693	pcrB	2.5.1.-	COG1646	Heptaprenylglyceryl phosphate synthase
NLJHNOKD_02016	CDS	303				hypothetical protein
NLJHNOKD_02017	CDS	1296	purB	4.3.2.2		Adenylosuccinate lyase
NLJHNOKD_02018	CDS	1167	sspP	3.4.22.48		Staphopain A
NLJHNOKD_02019	CDS	327				hypothetical protein
NLJHNOKD_02020	CDS	174				hypothetical protein
NLJHNOKD_02021	CDS	603				hypothetical protein
NLJHNOKD_02022	CDS	822	nadE	6.3.1.5		NH(3)-dependent NAD(+) synthetase
NLJHNOKD_02023	CDS	1470	pncB2	6.3.4.21		Nicotinate phosphoribosyltransferase pncB2
NLJHNOKD_02024	CDS	1077	nos	1.14.14.47		Nitric oxide synthase oxygenase
NLJHNOKD_02025	CDS	795	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
NLJHNOKD_02026	CDS	1563	sdcS			Sodium-dependent dicarboxylate transporter SdcS
NLJHNOKD_02027	CDS	1098				hypothetical protein
NLJHNOKD_02028	CDS	561	rutB	3.5.1.110		Ureidoacrylate amidohydrolase RutB
NLJHNOKD_02029	CDS	930	ppaC	3.6.1.1		putative manganese-dependent inorganic pyrophosphatase
NLJHNOKD_02030	CDS	1380	aldH1	1.2.1.-	COG1012	4,4'-diaponeurosporen-aldehyde dehydrogenase
NLJHNOKD_02031	CDS	1029				putative protein
NLJHNOKD_02032	CDS	402				hypothetical protein
NLJHNOKD_02033	CDS	213				IS1182 family transposase ISSau3
NLJHNOKD_02034	CDS	174				hypothetical protein
NLJHNOKD_02035	CDS	1113				hypothetical protein
NLJHNOKD_02036	CDS	843				hypothetical protein
NLJHNOKD_02037	CDS	558				hypothetical protein
NLJHNOKD_02038	CDS	525				hypothetical protein
NLJHNOKD_02039	CDS	564				hypothetical protein
NLJHNOKD_02040	CDS	741				hypothetical protein
NLJHNOKD_02041	CDS	873	bcrA_2			Bacitracin transport ATP-binding protein BcrA
NLJHNOKD_02042	CDS	681				hypothetical protein
NLJHNOKD_02043	CDS	897	vmlR			Ribosome protection protein VmlR
NLJHNOKD_02044	CDS	381	ytrA		COG1725	HTH-type transcriptional repressor YtrA
NLJHNOKD_02045	CDS	177				hypothetical protein
NLJHNOKD_02046	CDS	1287	hisC_3	2.6.1.9		Histidinol-phosphate aminotransferase
NLJHNOKD_02047	CDS	291	map_3			Protein map
NLJHNOKD_02048	CDS	1749				65 kDa membrane protein
NLJHNOKD_02049	CDS	201	hlb_2	3.1.4.3	COG3568	Phospholipase C
NLJHNOKD_02050	CDS	351	rplS		COG0335	Large ribosomal subunit protein bL19
NLJHNOKD_02051	CDS	738	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
NLJHNOKD_02052	CDS	504	rimM			Ribosome maturation factor RimM
NLJHNOKD_02053	CDS	276	rpsP		COG0228	Small ribosomal subunit protein bS16
NLJHNOKD_02054	CDS	1368	ffh	3.6.5.4	COG0541	Signal recognition particle protein
NLJHNOKD_02055	CDS	333				hypothetical protein
NLJHNOKD_02056	CDS	1251	ftsY	3.6.5.4		Signal recognition particle receptor FtsY
NLJHNOKD_02057	CDS	3567	smc		COG1196	Chromosome partition protein Smc
NLJHNOKD_02058	CDS	732	rnc	3.1.26.3		Ribonuclease 3
NLJHNOKD_02059	CDS	234	acpP		COG0236	Acyl carrier protein
NLJHNOKD_02060	CDS	735	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
NLJHNOKD_02061	CDS	927	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
NLJHNOKD_02062	CDS	987	plsX	2.3.1.274		Phosphate acyltransferase
NLJHNOKD_02063	CDS	558	fapR		COG1349	Transcription factor FapR
NLJHNOKD_02064	CDS	2061	recG	5.6.2.4		ATP-dependent DNA helicase RecG
NLJHNOKD_02065	CDS	1647				putative protein
NLJHNOKD_02066	CDS	375				putative protein
NLJHNOKD_02067	CDS	189	rpmB		COG0227	Large ribosomal subunit protein bL28
NLJHNOKD_02068	CDS	642	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
NLJHNOKD_02069	CDS	645	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
NLJHNOKD_02070	CDS	876	rsgA	3.6.1.-		Small ribosomal subunit biogenesis GTPase RsgA
NLJHNOKD_02071	CDS	1995	prkC	2.7.11.1		Serine/threonine-protein kinase PrkC
NLJHNOKD_02072	CDS	744	stp	3.1.3.16	COG0631	Serine/threonine phosphatase stp
NLJHNOKD_02073	CDS	1095	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
NLJHNOKD_02074	CDS	1308	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
NLJHNOKD_02075	CDS	936	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
NLJHNOKD_02076	CDS	489	def1	3.5.1.88		Peptide deformylase 1
NLJHNOKD_02077	CDS	279				hypothetical protein
NLJHNOKD_02078	CDS	954				hypothetical protein
NLJHNOKD_02079	CDS	2409	priA	5.6.2.4	COG1198	Replication restart protein PriA
